tweet,date,comments,shares,likes,views,language,sentiment
Eek and double gasp!! Climate  change . @judi_francis  @Bex724  @Philgazza5,2020-12-26T14:03:49.000Z,,,1.0,,fr,0
"[Rétrospective-2020 ] En Laponie, les éleveurs de rennes à l'épreuve du changement climatique  #AFP",2020-12-27T17:51:00.000Z,1.0,33.0,82.0,,fr,0
"Rétro' 2020  En septembre dernier, La #RégionIDF a organisé sa 1ère #COP2020 . Ce grand événement a permis à des personnalités françaises et internationales d'échanger et de débattre sur le changement #climatique . Un souvenir à re-découvrir",2020-12-28T17:00:19.000Z,,4.0,10.0,,fr,1
"Des milliards de personnes vivent avec des systèmes d’assainissement médiocres et vulnérables, voire sans aucun système. Le changement climatique va perturber ou détruire les services d’assainissement d’un grand nombre de personnes si nous n’agissons pas. #WorldToiletDay",2020-12-29T13:47:55.000Z,,4.0,6.0,,fr,0
"L’assainissement durable résiste au changement climatique et traite les déchets corporels en toute sécurité. Des W.-C., de l’eau propre et une bonne hygiène : une solide défense contre la #COVID19 et les épidémies à venir #WorldToiletDay",2020-12-28T13:51:08.000Z,,10.0,7.0,,fr,1
"Droit à la santé.Droit à l’éducation.Droit à la sécurité.Droit à la famille.Tout comme la pandémie de #COVID19 , le changement climatique menace les droits des enfants les plus vulnérables du . http:// via @UNICEF_FR",2020-12-28T13:06:00.000Z,4.0,34.0,53.0,,fr,0
"Selon Chomsky : ""la responsabilité des intellectuels occidentaux est de dire la vérité sur les ""exactions du monde occidental"" à un public occidental susceptible d'y réagir et d'y mettre effectivement et rapidement""Du coup, en ce qui concerne le changement climatique ...",2020-12-30T08:14:51.000Z,,,1.0,,fr,0
[ARTICLE] #géographie Comment aborder le changement climatique sans devenir collapsologue ? Partage d’une approche pour une éducation au changement climatique . #climatechange dans les @CahiersPedago  https://,2020-12-28T07:06:02.000Z,,9.0,10.0,,fr,0
"Dans le numéro 80 de Repères, Alterre Bourgogne Franche-Comté explore les effets du changement climatique en région et les solutions mises en place dans les territoires, dans une approche transversale, en collaboration avec des experts et partenaires. http:// iques-les-temps-changent-en-bourgogne-franche-comte-adaptons-nous/ …",2020-12-28T09:43:53.000Z,,2.0,6.0,,fr,1
[CaféDesSciences] Un changement climatique a failli noyer Jaime ? – Sous Nos Pieds #9 https:// via @cafe_sciences,2020-12-28T03:28:32.000Z,,2.0,,,fr,0
"« La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont ""vouées à l'échec"" si on ne s'attaque pas au changement climatique et au bien-être animal, estime le patron de l'OMS. »",2020-12-27T12:35:00.000Z,5.0,283.0,538.0,,fr,0
"Les ami.e.s,""La Covid-19 a entraîné une nette baisse des émissions de CO2, à l'origine du changement climatique . Selon vous, comment maintenir le cap sur la durée même après la pandémie ?""Vos avis sur cette question en commentaires et sur WA au +229 6119 8888A demain !",2020-12-28T18:30:02.000Z,1.0,,2.0,,fr,0
"« La pandémie provoquée par le coronavirus ne sera pas la dernière [...] si on ne s'attaque pas au changement climatique et au bien-être animal », selon le patron de l'OMS. Tout le monde est prévenu, mais qui écoute vraiment ? #COVIDー19",2020-12-27T15:47:07.000Z,5.0,54.0,123.0,,fr,0
"Le projet Miami, mis à mal par #Chalane . C'est encore une preuve que l'ingénierie moderne doit prendre en compte les aléas du climat et être capable de définir en avance les dégâts du changement climatique des 30 prochaines années. #Madagascar  #Toamasina",2020-12-28T05:35:06.000Z,1.0,,3.0,,fr,1
"""Ce ne sera pas la dernière pandémie"", prévient l'OMS si on ne s'attaque pas au changement climatique et au bien-être animal.",2020-12-27T17:14:15.000Z,1.0,4.0,13.0,,fr,0
"La pêche est devenue la plus grosse menace qui pèse sur la vie marine, devant pollution & changement climatique . Les dauphins qui s’échouent par centaines sur nos plages sont les lanceurs d’alerte d’un océan au bord de l’effondrement. Sea Shepherd https:// 4/posts/3486710098051113/ …",2020-12-28T10:06:16.000Z,,3.0,5.0,,fr,0
"la protection sanitaire des populations sont ""vouées à l'échec"" si on ne s'attaque pas au changement climatique et au bien-être animal.  https:// fr/actu/international/coronavirus-ce-ne-sera-pas-la-derniere-pandemie-previent-l-oms-7800946151/amp …",2020-12-27T08:45:09.000Z,,15.0,27.0,,fr,0
"L’assainissement durable résiste au changement climatique et traite les déchets corporels en toute sécurité. Des W.-C., de l’eau propre et une bonne hygiène : une solide défense contre la #COVID19 et les épidémies à venir. @ab_benin  @WSSCCAdvocacy  @SHFund  #WorldToiletDay",2020-12-28T13:51:05.000Z,,7.0,6.0,,fr,1
Une réaction @yjadot ? Votre chouchou Sleepy Joe nommera (s'il est élu…) Vilsack comme sinistre de l'agriculture. Il occupait ce poste sous Obama et a d'innombrables intérêts commerciaux et un bilan atroce sur le changement climatique et les droits civils. https:// /yjadot/status/1325116235437252616 …,2020-12-29T13:32:36.000Z,1.0,8.0,11.0,,fr,0
S'attaquer au changement climatique ! Complètement d'accord !,2020-12-28T09:55:51.000Z,,1.0,6.0,,fr,1
"La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont «vouées à l’échec» si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de l’OMS. https:// de/la-pandemie-de-covid-19-ne-sera-pas-la-derniere-avertit-le-patron-de-loms-5ecde9c97b8866329810776baedd8533?utm_campaign=lenouvelliste&utm_medium=article_share&utm_source=twitter …",2020-12-27T13:43:01.000Z,,6.0,7.0,,fr,0
Le saviez-vous ?Les pets de dinosaures étaient responsables du changement climatique il y a 150 millions d'années,2020-12-30T20:42:59.000Z,1.0,,3.0,,fr,0
"Covid-19 : l'OMS prévient que la pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont ""vouées à l'échec"" si on ne s'attaque pas au changement climatique et au bien-être animal.",2020-12-27T13:52:59.000Z,24.0,771.0,1000.0,,fr,0
"La pandémie de coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont “vouées à l’échec” si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de l’Organisation mondiale de la santé.",2020-12-27T14:09:33.000Z,37.0,725.0,2000.0,,fr,0
"Changement climatique , eau et agriculture d’ici 2050 https:// imatique-eau-et-agriculture-dici-2050 … via @Agri_Gouv",2020-12-28T11:57:40.000Z,2.0,6.0,6.0,,fr,0
"“La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont « vouées à l’échec » si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de l’OMS”",2020-12-27T23:07:23.000Z,,7.0,12.0,,fr,0
"Après la crise #COVID19 , comment éviter une relance «classique» qui ne ferait qu’aggraver le changement climatique et la défiance des citoyens ? Quelques réflexions dans la @RevueEsprit sur la fiscalité écologique et la #relanceverte  https:// xis-prokopiev/quelle-fiscalite-pour-une-relance-verte-43138 …  #économie  #climat",2020-12-29T09:26:28.000Z,1.0,,5.0,,fr,0
Le changement climatique est plus rapide que l'évolution https://,2020-12-29T08:58:13.000Z,1.0,5.0,,,fr,0
"« L’année 2020 a été la plus chaude enregistrée en France depuis le début des mesures, en 1900, a annoncé mardi 29 décembre Météo-France après une année ""hors du commun"", qui donne un nouveau signe du changement climatique . »",2020-12-29T22:02:03.000Z,1.0,26.0,28.0,,fr,1
Changement climatique : Comment éviter le scénario catastrophe? http://,2020-12-29T12:01:12.000Z,,,,,fr,0
"Vous avez connu la manipulation du covid19, vous allez subir celle du pseudo changement climatique ,. Les zozos à la manœuvre. https:// /Ecolophobe/status/1343313341310185472 …",2020-12-27T22:05:21.000Z,1.0,3.0,3.0,,fr,0
"Attasssion, que moi minoustre de la météo et du changement climatique , j'apprends qu'il risque de faire du flocon dans mon coingg. Alors que vraiment, glagla, jo suis pas impatient.",2020-12-30T21:16:09.000Z,7.0,1.0,40.0,,fr,0
La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont “vouées à l’échec” si on ne s’attaque pas au changement climatique et au bien-être animal. https:// -cette-pandemie-ne-sera-pas-la-derniere-avertit-le-patron-de-loms_fr_5fe7b312c5b64e442103c6a3?ncid=other_twitter_cooo9wqtham&utm_campaign=share_twitter …,2020-12-28T11:32:36.000Z,,2.0,4.0,,fr,0
Policy Brief : Le Maroc à l’épreuve du changement climatique : Format PDF:  https:// Format Flipbook:  https:// Format ePUB:  https://,2020-12-23T13:40:24.000Z,,2.0,7.0,,fr,0
"Voilà, voilà...« La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont ""vouées à l'échec"" si on ne s'attaque pas au changement climatique et au bien-être animal. »",2020-12-27T19:42:01.000Z,,6.0,26.0,,fr,0
"Adaptation au changement climatique : un centre de ressources au service des territoires, focus sur les #sols et les solutions de préservation. #amenagement  #urbanisme  https:// adaptation-au-changement-climatique-centre-ressources-au …",2020-12-28T12:07:07.000Z,,3.0,7.0,,fr,1
"Changement climatique et chute de la biodiversité, y a-il un doute ? https:// E5g1U …  #ChangementClimatique   #EcologieSocialMemeCombat  #Insoumis  #GiletsJaunes  #LFI  #JLM2022  #LAEC",2020-12-28T12:25:36.000Z,,,3.0,,fr,0
"ÉLEVAGE ET PANDÉMIES / La pandémie de Covid-19 ne sera pas la dernière, et les tentatives pour améliorer la santé humaine sont «vouées à l’échec» si on ne s’attaque pas au CHANGEMENT CLIMATIQUE et au BIEN-ÊTRE ANIMAL, estime le patron de l'OMS https:// -covid-19-ne-sera-pas-la-derniere-avertit-loms-843520957991 …",2020-12-27T07:43:12.000Z,1.0,1.0,4.0,,fr,0
"«  La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont ""vouées à l'échec"" si on ne s'attaque pas au changement climatique et au bien-être animal, estime le patron de l'Organisation mondiale de la santé (OMS) »",2020-12-27T16:28:40.000Z,15.0,11.0,42.0,,fr,0
"La pandémie #coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont vouées à l'échec si on ne s'attaque pas au changement climatique et au bien-être animal, estime le patron de l'Organisation mondiale de la santé (OMS).",2020-12-27T08:09:50.000Z,3.0,167.0,308.0,,fr,0
Les dauphins meurent d'une maladie de la peau liée au changement climatique  https:// 29/les-dauphins-meurent-dune-maladie-de-la-peau-liee-au-changement-climatique-1031441 …,2020-12-29T16:46:45.000Z,,1.0,1.0,,fr,0
"Le secrétaire général des Nations Unies Antonio Guterres est satisfait des progrès dans la lutte contre le changement climatique , mais triste devant le manque de coopération internationale face à la pandémie. http://",2020-12-25T17:10:29.000Z,,2.0,3.0,,fr,0
"Aux Caraïbes, on teste des plages de sable vert pour lutter contre le changement climatique  https:// aibes-des-plages-de-sable-vert-contre-le-changement-climatique …",2020-12-28T14:10:14.000Z,,,,,fr,1
Les dauphins souffrent d’une maladie de peau avec le changement climatique  https://,2020-12-30T16:12:55.000Z,3.0,11.0,13.0,,fr,0
"Continent très menacé par le #changement  #climatique , l’ #Afrique est aussi l’un des plus engagés https:// ronnement/climat/isr-rse/continent-parmi-les-plus-menaces-par-le-changement-climatique-l-afrique-est-aussi-l-un-des-plus-engages-149212.html?utm_medium=social&utm_source=twitter …",2020-12-30T09:12:49.000Z,,1.0,2.0,,fr,0
Un changement climatique a failli noyer Jaime ? – Sous Nos Pieds #9 par Sous Nos Pieds #PartageCDS  https:// Hdsqo …,2020-12-28T10:51:12.000Z,,,,,fr,0
Du carburant à base de manioc fabriqué en Côte d’Ivoire pour lutter contre le changement climatique,2020-12-30T07:52:28.000Z,8.0,6.0,45.0,,fr,0
Le changement climatique va stimuler les pandémies et autres menaces sur la santé https:// climatique-va-stimuler-les-pandemies-et-autres-menaces-sur-la-sante …,2020-12-30T18:40:20.000Z,1.0,1.0,1.0,,fr,0
"#COVIDー19 : La pandémie provoquée par le #coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont “vouées à l’échec” si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de @WHO",2020-12-28T22:00:55.000Z,,1.0,4.0,,fr,0
"#Covid19 La pandémie provoquée par le #coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont “vouées à l’échec” si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de l’ #OMS  https:// -cette-pandemie-ne-sera-pas-la-derniere-avertit-le-patron-de-loms_fr_5fe7b312c5b64e442103c6a3 …",2020-12-27T21:42:44.000Z,,16.0,14.0,,fr,0
Les dauphins meurent d'une maladie de la peau liée au changement climatique,2020-12-29T14:52:59.000Z,18.0,25.0,40.0,,fr,0
"""COVID-19 - La pandémie provoquée par le coronavirus ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont “vouées à l’échec” si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de l’Organisation mondiale de la santé""",2020-12-26T22:59:41.000Z,,2.0,2.0,,fr,0
"La pandémie provoquée par le coronavirus ne sera pas la dernière & les tentatives pour améliorer la santé humaine sont “vouées à l’échec” si on ne s’attaque pas au changement climatique et au bien-être animal, estime le patron de l’OMS. #COVIDー19  https:// -cette-pandemie-ne-sera-pas-la-derniere-avertit-le-patron-de-loms_fr_5fe7b312c5b64e442103c6a3?ncid=other_twitter_cooo9wqtham&utm_campaign=share_twitter …",2020-12-27T08:04:21.000Z,,,2.0,,fr,0
"Ces deux visions n’ont rien d’incompatibles, on peut à la fois se réjouir de la mise au point de vaccins et s’inquiéter des conséquences sanitaires du changement climatique et de l’érosion de la biodiversité : c’est mon cas.",2020-12-28T02:26:09.000Z,11.0,6.0,133.0,,fr,0
Le changement climatique menace un tiers des sites naturels classés au Patrimoine mondial,2020-12-30T06:45:14.000Z,2.0,5.0,10.0,,fr,0
Les dauphins meurent d'une maladie de la peau liée au changement climatique  https:// 29/les-dauphins-meurent-dune-maladie-de-la-peau-liee-au-changement-climatique-1031441 …,2020-12-29T22:35:42.000Z,,2.0,,,fr,0
Retrouver @fanbenedett dans Smart Impact ; elle y parle de nos actions et de la manière dont les femmes sont des actrices majeures de la lutte contre le changement climatique .,2020-12-30T15:43:01.000Z,,1.0,5.0,,fr,1
"Signe de l’accélération du changement climatique à l’œuvre, depuis 120 années que les moyennes nationales sont mesurées en France, 9 des 10 années les plus chaudes appartiennent au 21ème siècle et 7 à la dernière décennie. https:// e/2020/12/30/2020-annee-la-plus-chaude-jamais-enregistree-en-france_6064790_3244.html …",2020-12-30T09:51:20.000Z,1.0,3.0,6.0,,fr,0
"""Londres et Bruxelles s’engagent à « maintenir des normes élevées » dans les domaines de l’environnement, de la lutte contre le changement climatique , des droits sociaux, de la transparence fiscale et des aides d’Etat."" (fin de la blague) https://",2020-12-25T09:38:24.000Z,,,,,fr,1
"Mmh, pas d’accord avec cette présentation du changement climatique comme une catastrophe future, qui me semble ignorer la réalité présente de celui-ci. Voir la première partie de ce papier (la 2ème partie est plus datée et moins pertinente en l’espèce). https:// changement-climatique-qui-aurait-d%C3%BB-nous-alerter-sur-le-coronavirus-pas-l-inverse …",2020-12-30T18:25:03.000Z,2.0,2.0,9.0,,fr,0
"La recherche au Muséum | Projet OXUS, lauréat 2019 du Prix de la @FondationEngie “Talents de la recherche au @musee_homme ” cherche à préciser l’impact du changement climatique dans les mutations ayant conduit à la disparition de la civilisation de l'Oxus. http://",2020-12-29T12:30:00.000Z,,,8.0,,fr,0
"Il y aura d'autres #pandémies si on ne s'attaque pas au #changement  #climatique et au #bienetre  #animal , selon le patron de l' #OMS",2020-12-27T12:45:44.000Z,,,2.0,,fr,0
"Changement climatique , eau et agriculture d’ici 2050 en France: le rapport interministériel publié http:// sques/changements-climatiques/28651-changement-climatique-eau-et-agriculture-d-ici-2050-en-france-le-rapport-interministeriel-publie …",2020-12-29T11:14:02.000Z,,,2.0,,fr,0
Je confirme. Un engagement fort pour lutter contre le changement climatique . C'est aussi une référence pour les jeunes dans l'agriculture.,2020-12-28T21:19:15.000Z,1.0,3.0,15.0,,fr,1
"Notre PDG @PGelsinger nous parle du changement climatique , de la fracture numérique et de la gestion éthique dans notre nouvel agenda #VMware2030  Plus d'informations ici",2020-12-29T10:54:02.000Z,,,3.0,,fr,0
Le changement climatique reste la préoccupation majeure parmi les défis futurs du monde https://,2020-12-27T06:30:00.000Z,1.0,5.0,8.0,,fr,1
"Les mêmes méthodes que pour le tabac. Addictes au pétrole nous sommes, et cela a de graves conséquences pour la santé humaine et l'environnement, notamment via le changement climatique . La ville de Cambridge, aux Etats-Unis, a décidé d'appliquer la… https://",2020-12-28T14:34:07.000Z,,,1.0,,fr,0
#DauphineLibere Michael Oldham prépare un document sur les paysages urbains et le changement climatique  https:// 2020/12/24/michael-oldham-prepare-un-document-sur-les-paysages-urbains-et-le-changement-climatique?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1608847316 …,2020-12-24T22:57:32.000Z,,,,,fr,0
"""les tentatives pour améliorer la santé humaine sont «vouées à l’échec» si on ne s’attaque pas au changement climatique et au bien-être animal"". @DrTedros , #OMS .2021, on s'attaque au #climatechange et au #bienetreanimal , pour la santé humaine!  https:// -cette-pandemie-ne-sera-pas-la-derniere-avertit-le-patron-de-loms_fr_5fe7b312c5b64e442103c6a3 …",2020-12-27T16:17:08.000Z,,7.0,9.0,,fr,0
""" La pandémie de la #COVIDー19 ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont vouées à l'échec si on ne s'attaque pas au changement climatique et au bien-être animal ""par @DrTedros , Directeur général de l' #OMS",2020-12-28T17:29:09.000Z,1.0,1.0,1.0,,fr,0
Première année passée chez @EDFofficiel et déjà tellement de choses à raconter Rendez-vous en 2021 pour continuer la lutte pour l’environnement et contre le changement climatique   #energie  #electricité  #climatechange  #ClimateAction  #environnement  https:// /EDFofficiel/status/1344198011187064832 …,2020-12-30T08:55:41.000Z,,,5.0,,fr,1
Nous constatons que le changement climatique agit comme un multiplicateur de risques ou de menaces par rapport à d’autres éléments déclencheurs du déplacement.,2020-12-28T00:32:02.000Z,,1.0,2.0,,fr,0
Guinée 7 - Changement climatique / Les femmes s’engagent dans la lutte https://,2020-12-26T07:33:44.000Z,,,1.0,,fr,1
« La pandémie provoquée par le coronavirus #COVID19 ne sera pas la dernière et les tentatives pour améliorer la santé humaine sont vouées à l'échec si on ne s'attaque pas au changement climatique et au bien-être animal » avertit le DG de l’ #OMS  #OneHealth,2020-12-29T23:22:57.000Z,8.0,45.0,86.0,,fr,0
Actualité scientifique & technologique #BVST  « Contribution du Japon à l’effort de recherche conjoint en matière de gestion des ressources en eau et de changement climatique en Asie du sud-est »Retrouvez l'article complet  https://,2020-12-29T06:39:25.000Z,,,4.0,,fr,0
"Le chantier que représente le changement climatique peut sembler insurmontable, mais si vous décomposez ce problème en petits bouts, vous constaterez qu'il y a beaucoup de choses que les Rotariens peuvent faire.",2020-12-28T14:30:19.000Z,,4.0,19.0,,fr,0
Changement climatique : le lourd prix de l’inaction Ma tribune à lire sur @forbes_fr  https:// changement-climatique-le-lourd-prix-de-linaction/ …,2020-12-30T15:19:39.000Z,,2.0,2.0,,fr,0
Changement climatique : le rôle de l'homme loin d'être une évidence pour tous https://  #SciencesetTechnos via @LePoint,2020-12-29T09:56:06.000Z,,1.0,,,fr,0
"2020 s'achevant, il est temps de faire le bilan climat-énergie de cette année pivot pour la politique européenne de transition énergétique et de lutte contre le changement climatique . Une action entravée par la COVID-19. Par @TBoucart",2020-12-27T10:42:34.000Z,,4.0,9.0,,fr,1
"Le safran, l'or rouge du Cachemire, victime du changement climatique et de la guerre http:// Reportage de @parvaizbukhari et @TauseefMUSTAFA  #AFP  #Inde  #agriculture  #climat",2020-12-28T12:11:08.000Z,,,1.0,,fr,0
Le changement climatique menace un tiers des sites naturels classés au patrimoine mondial https:// via @europe1,2020-12-30T13:20:38.000Z,,,,,fr,0
"La Chimie apporte une contribution importante à la France dans sa lutte contre le changement climatique . Depuis 1990, les innovations dans ce secteur ont permis de réduire de 63% ses émissions de #CO2 . https:// chemical/sustainability …",2020-12-30T08:42:02.000Z,,1.0,6.0,,fr,1
"[ #ChangementClimatique  ]  Les ressources naturelles sont en danger ! L' @ademe , @qqf & l' @AFD_France vs donnent les clés pour #AGIR ds 4 infographie ! le jour du dépassement  le sable  les métaux critiques  l' #eau  En savoir plus https:// ctualites/ressources-naturelles-enjeux-4-infographies-comprendre …",2020-12-29T10:03:00.000Z,3.0,12.0,29.0,,fr,0
"Mali: à Dembakoro, les paysans inquiets face au changement climatique  https:// ro-les-paysans-inquiets-face-au-changement-climatique/ … via @sahelien_com",2020-12-27T22:29:29.000Z,,,3.0,,fr,0
Faut-il planter des arbres pour lutter contre le changement climatique ? https:// .OBS38165/faut-il-planter-des-arbres-pour-lutter-contre-le-changement-climatique.html …,2020-12-30T05:04:20.000Z,,,,,fr,0
Le changement climatique menace un tiers des sites naturels classés au patrimoine mondial https:// via @europe1,2020-12-30T12:37:17.000Z,,,,,fr,0
"Les pur sangs arabes élevés au Khuzestan, en Iran, sont en voie de disparation. Le changement climatique et le cout financier de leur entretien cause leur perte. Par @IranWireFr  https:// tures/8432 …",2020-12-27T18:12:31.000Z,,1.0,2.0,,fr,0
"#Retro2020 : Quelle est la relation entre consommation responsable, droits humains et changement climatique ? https:// le-est-la-relation?lang=fr#.X-r5AQ5Kh3I.twitter …",2020-12-29T09:38:19.000Z,,,1.0,,fr,0
"@oxfammexico : ' Inicia una etapa nueva y emocionante con la llegada de Alexandra Haas ( @ahaasp ) a nuestro equipo. Sabemos que la desigualdad se recrudeció con la pandemia y es tiempo de establecer prioridades claras:… https:// /oxfammexico/status/1340463898080792579/video/1 … , see more http:// ate/climatechange?s=tnp …",2020-12-20T19:44:24.000Z,,,,,es,1
La Tierra es nuestro único hogar. Este vídeo es un poderoso recordatorio de la necesidad urgente de emprender la #AcciónClimática . Tú puedes ser parte de la solución. Mira cómo: http:// ge …  #cambioclimático Vía @ONU_es  @CMNUCC .,2020-12-29T23:24:10.000Z,4.0,85.0,146.0,,es,1
"Ayer dimos la bienvenida al #invierno , y como siempre q cambiamos de estación, la @AEMET_Esp presento un informe.Seguimos recibiendo evidencias de como el #ClimateChange  y el #CalentamientoGlobal no se quedan en el Pacífico o en los polos, si no q nos afecta de forma directa.",2020-12-22T16:58:15.000Z,,6.0,6.0,,es,0
La Tierra es nuestro único hogar. Este vídeo es un poderoso recordatorio de la necesidad urgente de emprender la #AcciónClimática . Tú puedes ser parte de la solución. Mira cómo: http:// ge …  #cambioclimático via @ONU_es,2020-12-29T20:08:00.000Z,6.0,157.0,234.0,,es,1
#Australia está actuando sobre el #cambioclimático .Nuestras emisiones actuales son casi un 17% más bajas que nuestros niveles de 2005.La nueva tecnología energética es el camino a seguir. #climatechange  ,2020-12-29T13:40:49.000Z,,7.0,12.0,,es,0
The greatest trick the  ̶D̶e̶v̶i̶l̶ fossil fuel industry ever pulled was convincing the world  ̶I̶t̶ climate  change did not exist.Their second greatest trick was convincing us that it’s far in the future.,2020-12-18T21:15:07.000Z,2.0,7.0,20.0,,es,0
"Regna la violenza, l'ingordigia e l'ignoranzacome semenza. #Covid (19-20-21...) #AnimalRights  #GreenNewDeal  #StopCruelty  #antropocentrismo  #antispecismo  #climatechange   #ClimateEmergency  #savetheplanet  #GoVegan  #BuonNatale  #buonanno",2020-12-21T11:19:06.000Z,2.0,42.0,49.0,,es,0
RECOMMENDEDLast year was edited this BOOK in Spanish: INDIGENOUS WOMEN & CLIMATE  CHANGE Rocío Silva Santisteban editorLuisa Elvira Belaundejelke BoestenMarisol de la CadenaEduardo GudynasTania ParionaTarcila RiveraMajandra RodríguezAlberto Acosta   ,2020-12-27T16:08:02.000Z,2.0,24.0,62.0,,es,0
"Commandos, Corona, and Climate  Change : Colombian Neo-colonialism http:// mandos-corona-and-climate-change-colombian-neo-colonialism/ … via @HoodCommunist",2020-12-26T03:03:44.000Z,,1.0,2.0,,es,0
Environmental Deception = Climate  Change !,2020-12-27T14:56:00.000Z,,,,,es,0
Puerto Real | Glocal Climate  Change,2020-12-30T16:18:35.000Z,,,,,es,0
Se nos olvida que la pandemia de la #COVID que cambió nuestras vidas para siempre es el resultado de un planeta que está cada vez más caliente. Esto incrementa el riesgo de una nueva explosión de nuevos patógenos zoonóticos y enfermedades contagiosas. https:// e-features/climate-change-risks-infectious-diseases-covid-19-ebola-dengue-1098923/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=top_amp&utm_id=1098923 …,2020-12-29T03:49:50.000Z,,7.0,11.0,,es,0
"⠀Impresionante aplicación para estudiar el calentamiento climático a nivel ""glocal"".Un ejemplo  @zaragoza_es : incremento de la temperatura media en 2,1ºC en los últimos 50 años.⠀ … https://cl",2020-12-23T12:16:51.000Z,,1.0,5.0,,es,1
"Come abitante di un'isola del Pacifico, mi ribolle il sangue quando sento qualche idiota dire ""Non credo nel cambiamento climatico perché non ne vedo alcuna prova""(""idiota"" è un mio modesto contributo) #climatechange   https:// /notamandafran/status/1340190483633614849 …",2020-12-20T08:35:15.000Z,1.0,5.0,21.0,,es,0
"Según el acreditado  Intergovernmt. Panel of Climate  Change , el  punto de inflexión climático es un cambio IRREVERSIBLE/ABRUPTO que lleva inevitablemente a un dramático cambio del (eco) sistema; sin importar que ocurra después con sus controles . No es tema de niveles.",2020-12-28T22:17:37.000Z,,,,,es,0
#CambioClimático : mapa interactivo con las variaciones de temperaturas para más de 35000 municipios de europa entre los años 60 y la actualidad. … https://cl,2020-12-18T20:07:42.000Z,5.0,43.0,46.0,,es,0
Al menos algo Astuto !! At least somewhat clever !!El cambio climático es REAL Climate  Change is REALBiden anuncia a su equipo para luchar contra el cambio climático https:// via Primera Hora,2020-12-20T02:03:17.000Z,,,2.0,,es,1
"Como dijo Vandana Shiva, ni climate  change ni mierdas CAOS CLIMÁTICO. #stopcaosclimático  #LASImprescindibles",2020-12-27T14:32:25.000Z,,,,,es,0
Climate  change : Extreme weather causes huge losses in 2020 Marcelo Rafael Danilo Diazgranados https:// diaz BBC News - Home  granados banquero,2020-12-28T08:53:45.000Z,,,,,es,0
"Ya empezaron los Climate  change deniers en México y evidentemente vienen de la corriente facha, como en todo el mundo.¿Por qué les atrae tanto ideologicamente negar la ciencia?",2020-12-29T13:16:40.000Z,,,7.0,,es,0
Stimulus deal includes raft of provisions to fight climate  change  https:// ons/2020/12/21/congress-climate-spending/?tid=ss_tw … El Congreso de EUA acaba de aprobar disposiciones para eliminar sustancias que incrementan el cambio climático y miles de millones de dólares para energías renovables como nunca antes,2020-12-24T17:33:08.000Z,1.0,3.0,9.0,,es,0
"@invertiresvivir Gonzalo, sabiendo buenos consejos que das me tomo ls libertad de preguntarte si conoces ETF (o fondo) recomendable sobre tecnologias disruptivas ( climate  change , AI, drones,etc) disponible en degiro o IB (desafortunadsmente ARK o pbw no estan disponible), tks!",2020-12-22T10:34:28.000Z,3.0,,1.0,,es,0
QUEEEEN,2020-12-21T02:53:31.000Z,,,1.0,,es,0
George Heyman (Minister of Environment and Climate  Change ): Policy Change for Bears NOW! in the BC Conservation Office Service - ¡Firma la petición! http:// a través de @CdnChange,2020-12-29T16:08:27.000Z,,,,,es,0
"Unbreakable lightweight #recyclable Photovoltaic #SOLAR tiles - #future of solar #energy in homes #Spanish piece - http:// Solares fotovoltaicas, el futuro de la #energía  #solar en viviendas #EnergiaDelDía  @Agroalimentando  #climatechange   #Sustainability  #SDGs",2020-12-27T23:19:02.000Z,,20.0,36.0,,es,0
"Los efectos del cambio climático no solo son visibles en el aumento de las temperaturas y el derretimiento de los glaciares, sino que afecta a toda la vida en nuestro planeta. Tomemos #AcciónClimática ahora, juntos podemos salvar el planeta. https://",2020-12-29T20:01:09.000Z,,16.0,39.0,,es,1
"la gente se cree que lo del climate  change es mentira!!! en mis 6 años viviendo en Texas, nunca hacía calor en diciembre",2020-12-21T18:30:04.000Z,,,,,es,0
